rand_beta,rand_w_weights_beta,opt_beta,opt_w_weights
"[-0.08966035264638869, -0.024159014651586062]","[-0.1610857867349849, -0.19220343893430206]","[-0.06206721369996589, 0.0074647994796094505]","[-0.1987208189501129, -0.22864553169521837]"
"[-0.09596022092177911, -0.012407217887913723]","[-0.10447083369776129, -0.12817993034545253]","[-0.06997044388965093, -0.003129722742669686]","[-0.17448993328795642, -0.20477993189370566]"
"[-0.0937650381580256, -0.04480476739120261]","[-0.17173463923757976, -0.20503072322672222]","[-0.0710869852571607, -0.011967740807669132]","[-0.19688771276611944, -0.2318083691916795]"
"[-0.10159051394485757, -0.0211504182271478]","[-0.166021239390118, -0.21544531744250256]","[-0.09172672804241792, -0.02437250185430658]","[-0.1939257935370041, -0.21611479156022584]"
"[-0.0844859972239985, -0.07595009636534641]","[-0.13535792263842017, -0.21125075172042232]","[-0.09295397304287988, -0.03588385374273728]","[-0.1814140959180799, -0.21193849554127653]"
"[-0.08703914856984137, 0.0008933581176259204]","[-0.2215931512753484, -0.27452310992405976]","[-0.07146007462708255, 0.005373281141906492]","[-0.2094647386804821, -0.21492292488337497]"
"[-0.09003636211959255, -0.007201811778493138]","[-0.20340903477582528, -0.3058433346075794]","[-0.06693825814142616, 0.0005559800997950158]","[-0.1839608622756622, -0.20641943988623285]"
"[-0.09260538387343836, -0.00296384487978338]","[-0.18794998867596518, -0.1966551882444279]","[-0.08981378317034582, 0.01855175502136286]","[-0.20245359695310938, -0.2109358374296413]"
"[-0.08531317931095807, -0.0009043386695921299]","[-0.12593355526776617, -0.17456372705771733]","[-0.07893231168728991, 0.001638704615305575]","[-0.189600428421087, -0.21394915396618586]"
"[-0.1297110637974707, -0.012842749183173593]","[-0.1882785612515195, -0.16705362915462973]","[-0.07491383862984526, 0.0012457990702095653]","[-0.19048047784874247, -0.21361859833707902]"
"[-0.13434814402492037, -0.015615978983248109]","[-0.21534410336074872, -0.21553742884534247]","[-0.10228612690969097, -0.022815450431316622]","[-0.18747096260458496, -0.21589722596319486]"
"[-0.12726587219812882, 0.02828615890536723]","[-0.2065997366309214, -0.21096301703320655]","[-0.07972470250882153, 0.0007711675273609704]","[-0.1766138826149158, -0.20140787062978013]"
"[-0.06632091604025642, 0.002713480306133796]","[-0.1846376377513559, -0.2625901094123986]","[-0.08229701311099817, -0.013752100084957848]","[-0.18550069626966867, -0.20441752451940956]"
"[-0.09258404503732295, -0.018081415025568495]","[-0.155898437612061, -0.1903687581868717]","[-0.06998725044040706, 0.002929289304481421]","[-0.1747028168741102, -0.20135223725848905]"
"[-0.0545977505449677, -0.03189916764343278]","[-0.10059472442456295, -0.1671212318556788]","[-0.07139956488365522, 0.003140155883813541]","[-0.17247484407333608, -0.19780794979691838]"
"[-0.10240379566145913, -0.040314826755978625]","[-0.19284857531732066, -0.23416436859353235]","[-0.08315763277024767, -0.014904607872182176]","[-0.19788294893704225, -0.23168602794703202]"
"[-0.1226049074413914, -0.021765077672505004]","[-0.16531681296822423, -0.19196458611381595]","[-0.07500011585486949, 0.004269409202679409]","[-0.1739254977122097, -0.1975258219936143]"
"[-0.08954727850790473, 0.006895347491282685]","[-0.15534607834803973, -0.1895722231044274]","[-0.06467912604040227, -0.0018395631643284922]","[-0.18176165848100082, -0.20376627477914128]"
"[-0.10030533983642706, -0.018501201570961894]","[-0.20000009191913967, -0.23323621438067463]","[-0.08363212214091541, -0.013441216622257805]","[-0.20701794961037218, -0.21597867441585228]"
"[-0.10056470887966953, -0.020864081198421335]","[-0.19205952037106283, -0.2089808831381567]","[-0.10844106492244286, -0.02473516201100048]","[-0.19994568191552498, -0.2168738807128461]"
"[-0.09272464547491699, -0.017858925541051562]","[-0.21795499973841212, -0.2811739467366783]","[-0.07133157024892166, 0.001636137528364478]","[-0.19086108190776763, -0.21595321622154665]"
"[-0.06265094048755881, -0.06604617325031018]","[-0.13801752039054901, -0.17992705159925343]","[-0.08887426424754205, -0.0325578698311961]","[-0.1805151314629093, -0.20751515347561356]"
"[-0.11262490839352154, -0.02536461776545056]","[-0.16995211797290385, -0.19611346965184118]","[-0.06762907897138203, 0.00954958327768245]","[-0.17543426479148794, -0.20104550430089874]"
"[-0.1035927451415429, -0.012702876331432635]","[-0.15365037340033352, -0.1545358847871339]","[-0.06995638221480373, 0.004197007273811934]","[-0.19180555638861016, -0.20527407662426372]"
"[-0.06266422736482476, -0.005316288459425753]","[-0.13433705659934952, -0.187419271548241]","[-0.07002138111483601, 0.00293151307546354]","[-0.20108454973731674, -0.23361009710666453]"
"[-0.09864202686381354, -0.02021743839976608]","[-0.19717317406985607, -0.2685232508703974]","[-0.0696311958094603, 0.004988922873504698]","[-0.17433739926162875, -0.20013969901528914]"
"[-0.07877470665681356, -0.013124068756358768]","[-0.16998016448911957, -0.2016739010370392]","[-0.08219526562060775, -0.017133454821590528]","[-0.1876442247580589, -0.2145998369227481]"
"[-0.08069460547904492, -0.0370211112159932]","[-0.1443938161777168, -0.1881012506150578]","[-0.06843222888999659, -0.0018645110034222882]","[-0.18897097644127903, -0.21015090829136188]"
"[-0.09842733345739835, -0.007790926663690848]","[-0.1940780164341555, -0.23800543476653999]","[-0.08285983396668335, -0.014621206045987604]","[-0.19948250475846102, -0.22785471572208338]"
"[-0.08491951013296256, -0.033776201698609974]","[-0.17102945665541186, -0.22140299473138467]","[-0.08037766256757459, -0.017323834679874733]","[-0.17396446488810746, -0.19685184620113785]"
"[-0.10002535979006642, -0.01818926466128193]","[-0.18042174595385543, -0.2540646384934722]","[-0.10210344929337212, -0.03351555505304722]","[-0.19875336098950705, -0.23330216559453074]"
"[-0.08872016413240513, 0.014905219967721334]","[-0.21360669198723836, -0.2703969060217262]","[-0.09426548290323582, 0.018085934880707023]","[-0.22410158640166208, -0.23435544246646978]"
"[-0.08800763150892212, -0.010821005583771437]","[-0.1788700863719167, -0.22426412869152118]","[-0.06547079016332791, 0.0]","[-0.1759183282162769, -0.20303210321831866]"
"[-0.11997602042188033, -0.019669761426986045]","[-0.19926750061123408, -0.2126470185271852]","[-0.09185786357242297, -0.01581711134236317]","[-0.19604861525968717, -0.21100857726467745]"
"[-0.10703416930847019, -0.013948876384639193]","[-0.20546874376920746, -0.23337528232758842]","[-0.09959031718066304, -0.022687121397805453]","[-0.2165565122892208, -0.2341612519427928]"
"[-0.08734798956487123, -0.0355648812856009]","[-0.1454964634766733, -0.20623432487605053]","[-0.08220350610670851, 0.0029183542537194536]","[-0.2063469298747975, -0.22811966737820957]"
"[-0.08329920104877302, -0.04006754992580811]","[-0.14765811746485272, -0.18669801069077574]","[-0.06540072367900471, -0.0005819858263540921]","[-0.19559148071550092, -0.23132021650109785]"
"[-0.06515769145422776, 0.00320562237081028]","[-0.1563534688497024, -0.19021586378886873]","[-0.08192478745233259, -0.013573074281140787]","[-0.19497835233463146, -0.2088850202233132]"
"[-0.09951106850968941, -0.019661893040606213]","[-0.19454652366401862, -0.21276507212352933]","[-0.0674275880686484, 0.0036650980152515603]","[-0.1949382982222153, -0.21685346612652848]"
"[-0.08799408666869941, -0.010975272483506516]","[-0.17963536691264578, -0.20721543411420318]","[-0.054536478289451226, 0.02269592469587306]","[-0.18743598275642176, -0.2108092364321814]"
"[-0.09293028119260736, -0.017279149510044764]","[-0.18021128563423314, -0.19930537231800052]","[-0.07292729434047432, 0.004810400374110609]","[-0.19488060606561766, -0.2081401631269594]"
"[-0.10294032831204047, -0.012580547176907687]","[-0.18271527522777126, -0.22999164822959425]","[-0.0686351370613549, 0.006067507430784569]","[-0.18808167836171516, -0.20642500426201346]"
"[-0.10481170845240012, -0.011286080655147425]","[-0.1748021933772894, -0.20038562643642274]","[-0.07436302457780557, 0.017818427926589928]","[-0.2023810139533021, -0.23238287181691128]"
"[-0.1263919260365682, -0.0229103853019185]","[-0.20897690082517267, -0.25369003056170036]","[-0.0733094132825867, 0.0012384565861828967]","[-0.19331104943443841, -0.21232109277566427]"
"[-0.09725282034697055, 0.005245537073661445]","[-0.15144220049056564, -0.18831866448686185]","[-0.08018228600963512, 0.005432248671463225]","[-0.19696849565454688, -0.21375344451931846]"
"[-0.10269124141321981, -0.009970943626397057]","[-0.20940371875168373, -0.2685555086100016]","[-0.09426419158896104, -0.015478939633373332]","[-0.1914117863206529, -0.21082457233530902]"
"[-0.09890358723707882, -0.019988469955712372]","[-0.15846111187159423, -0.19243215510198491]","[-0.08577670185377716, 0.012337617828688556]","[-0.20302175400249975, -0.2072027759988165]"
"[-0.10457015655833107, -0.012915445267230086]","[-0.19186292708079414, -0.22759250325303462]","[-0.09679734912108225, 0.00738874048164576]","[-0.21096754227509548, -0.2090975655117505]"
"[-0.06833955354627866, 0.008222649010915772]","[-0.17255994734591398, -0.22459551715704093]","[-0.07159274006985959, 0.03776990790007806]","[-0.20053562552787568, -0.2337793053838979]"
"[-0.1262750645077515, -0.026627074142193993]","[-0.19873623011027888, -0.2096759102348564]","[-0.10448521486580355, -0.04643575575448013]","[-0.20037141157970553, -0.22837676325478176]"
"[-0.11260413882343202, -0.03908403013602519]","[-0.1558435002404713, -0.19375349884648507]","[-0.09710167538702633, -0.03674757429002275]","[-0.1827385416441931, -0.20525771469898213]"
"[-0.10452446596114232, -0.011137933941523029]","[-0.19185507780784813, -0.16607529745509883]","[-0.07684704911279544, 0.0033836546248004885]","[-0.17689714517478553, -0.19332809453467015]"
"[-0.11104684508119314, -0.002408737470429558]","[-0.2313475637122637, -0.2814541607414071]","[-0.0722923449339874, 0.008524017081201278]","[-0.20973656036657692, -0.234659203530042]"
"[-0.07578138342851083, 0.0016702865497789173]","[-0.20994454365215018, -0.21847847272864146]","[-0.07703262571323387, 0.0054441028090902515]","[-0.20846977817726756, -0.21528025062764997]"
"[-0.07580394399491723, 0.0016560652705005646]","[-0.1513411410794245, -0.19594625624230674]","[-0.060589646768339306, -0.0019300765928292128]","[-0.16558707617297755, -0.20014819145721413]"
"[-0.08286779508781125, 0.012878397925875022]","[-0.20122083809647184, -0.2307750161476278]","[-0.07513012589958391, 0.01108378325138177]","[-0.1889682581867512, -0.20499245370897815]"
"[-0.034105680516294964, -0.015320676650802284]","[-0.08656901681159379, -0.16594553346660776]","[-0.06986772187824604, 0.009262473629801373]","[-0.17838475294941852, -0.20070301859842576]"
"[-0.0612465020740528, -0.002693184630150114]","[-0.11247924920481273, -0.17267437527834764]","[-0.061980478282049736, 0.013344770288942707]","[-0.16545198870444341, -0.19560495992444274]"
"[-0.08863219072087712, -0.0027019526252120662]","[-0.2002024988812885, -0.23693374969512063]","[-0.07753538644395754, -0.012029978761073434]","[-0.188743012948209, -0.2137112008918614]"
"[-0.10278303821341052, -0.010258793745935154]","[-0.14399902310236423, -0.1586374099814294]","[-0.1032026288196939, -0.032647094439683444]","[-0.19286751593169454, -0.20780549688623956]"
"[-0.09946164738206197, -0.043580325331827645]","[-0.1647189222136943, -0.21480171866716213]","[-0.07243019999731595, 0.011493065968828008]","[-0.2015957754503612, -0.2309809331372156]"
"[-0.10904213230206992, -0.007053876522164644]","[-0.1829773095602631, -0.19621817365563682]","[-0.07666531237065687, -0.002162731612858181]","[-0.20069722717339403, -0.2312901594268977]"
"[-0.09227561206621303, -0.01796023962919882]","[-0.21730381828024212, -0.22029750922724994]","[-0.0713100679626622, -0.007718455136985695]","[-0.19477299388765754, -0.22916828533510983]"
"[-0.041919244658670175, -0.04565242284093933]","[-0.15184905311017172, -0.21734940388278126]","[-0.06638778640714325, -0.008060658019495681]","[-0.17612760583605655, -0.20908533649680175]"
"[-0.06663411360102771, 0.004645331525975562]","[-0.15246150101522699, -0.18683440339678017]","[-0.0691010036386023, 0.009753316898765362]","[-0.18859824760940772, -0.20471971247488055]"
"[-0.09552985153726765, -0.01902509180687824]","[-0.1483589820507577, -0.16162689578515718]","[-0.09325557288932106, -0.004017114344861193]","[-0.20195224402890996, -0.21644094244728346]"
"[-0.0737666132095183, -0.00038987019780751267]","[-0.12950179915247484, -0.1821308015188102]","[-0.07977150640161924, -0.029335473831265352]","[-0.1727898757649088, -0.21259060352867323]"
"[-0.10747433210716434, -0.012688041582805837]","[-0.19630546612617644, -0.20371798417879813]","[-0.07575933277278818, 0.0068253897932896955]","[-0.2068390563544983, -0.2072130922267639]"
"[-0.0901016728335578, -0.007179685413651151]","[-0.19534585199028398, -0.2339214826165782]","[-0.07214970007882063, -0.00572011325564267]","[-0.19246425749447543, -0.23322512816368723]"
"[-0.10151583430579782, -0.011745122609718212]","[-0.16815797316185385, -0.21965756075116383]","[-0.07498791171397753, -0.010500861821814063]","[-0.20741072577671085, -0.2381020433001703]"
"[-0.12411625825220472, -0.029530298970831002]","[-0.17538071850873357, -0.20331292948177845]","[-0.0658070754387997, 0.011478314935150351]","[-0.19437030918434348, -0.20835099709453755]"
"[-0.10480762823670434, -0.04849544037241991]","[-0.20248654048973852, -0.2657563649795756]","[-0.06571230491126272, -0.004154564715638225]","[-0.17371574959842837, -0.2009539833913903]"
"[-0.11745607454497276, -0.01826286851644381]","[-0.151491520285857, -0.1879871614509429]","[-0.08204896383739696, -0.00814900680400996]","[-0.18341693952980442, -0.20471836385850323]"
"[-0.07957559605134257, -0.019221553782905767]","[-0.13113179023047877, -0.1859043328177678]","[-0.07145091082288182, 0.0031604774598703203]","[-0.1851953781847976, -0.2078081817508564]"
"[-0.08666878084918618, -0.026363212683363668]","[-0.17381688152462202, -0.20191092697064836]","[-0.06951926628692884, -0.008301402408331039]","[-0.15946006370635085, -0.19398639105688442]"
"[-0.10153133911114891, -0.011800437855444887]","[-0.22189112935525385, -0.24181418613644212]","[-0.07191172581664956, 0.004874838394037675]","[-0.21632388347053222, -0.2366033512044171]"
"[-0.0891738089864928, -0.031033873026870357]","[-0.183721748723408, -0.26393824221569345]","[-0.08709535431655663, -0.019602014576143554]","[-0.20359106088230647, -0.22528194864370185]"
"[-0.08365851296717655, -0.06558693084900806]","[-0.1984187477507184, -0.2718236777731143]","[-0.08371110992410342, -0.015000847658198316]","[-0.19697907478740642, -0.2196961199424811]"
"[-0.10767438048347672, -0.052014567956651145]","[-0.1553672879892953, -0.2177558860698156]","[-0.0984004596154455, -0.029109501314914358]","[-0.1938046177774018, -0.20927827979572436]"
"[-0.09098585096183663, -0.005485209744405733]","[-0.20418755126360674, -0.21042552668843192]","[-0.08901756322035112, -0.004960675742485862]","[-0.1938595943293112, -0.21212255021074994]"
"[-0.09686873593359527, -0.02092839531580943]","[-0.1506203306868503, -0.1868318376870764]","[-0.07205880035556131, -0.004907632843241402]","[-0.18312247498090076, -0.20411791419317693]"
"[-0.09977444306948241, -0.01866081979035499]","[-0.1578402248292556, -0.19699517025356886]","[-0.09392558597857173, -0.028970313084703787]","[-0.18567588350011735, -0.21396028480198664]"
"[-0.12696338213941488, -0.027411439066419338]","[-0.21478972350695066, -0.22021091827222278]","[-0.07028546494623655, 0.0034937956071064242]","[-0.19661833516930163, -0.23002931506788524]"
"[-0.12075988058198148, -0.04882879341012792]","[-0.1869114924436402, -0.22144321179836346]","[-0.11039891448392285, -0.04946461090861233]","[-0.19565659114816594, -0.22348257952289452]"
"[-0.05489818701113228, -0.011347441570830744]","[-0.14900400860834145, -0.2191532842624157]","[-0.07150883750606926, 0.00316476304754672]","[-0.19555987652766327, -0.23202947684417732]"
